0.0,0.0,-46.914,66.541,-58.664,64.578,1.935,152.668,105.69,187.896,-41.057,66.559,-44.911,191.89,3.994,252.398,-68.444,272.01,-0.00900000000001,416.816,13.744,567.555,-80.174,268.091,-80.161,412.97,-107.511,549.922,-13.579,-11.722,-316.915,-113.401,-44.947,0.071,-316.915,-113.401,
0.0,0.0,-46.906,64.711,-56.709,62.722,15.718,144.852,121.355,180.099,-42.972,64.65,-318.88,-115.344,-318.88,-115.344,-66.516,274.026,-0.028,412.935,29.344,569.423,-84.078,268.129,-82.132,412.892,-109.58,549.907,-13.611,-13.535,-318.88,-115.344,-44.992,0.056,-318.88,-115.344,
0.0,0.0,-43.135,64.63,-47.003,64.57,33.108,140.865,-318.996,-115.376,-37.264,62.691,-47.034,205.512,-5.981,264.127,-64.682,277.899,-0.033,422.574,42.945,573.297,-86.163,270.066,-88.112,414.869,-113.528,551.771,-9.898,-13.532,-318.996,-115.376,-37.257,0.075,-318.996,-115.376,
0.0,0.0,-43.003,64.567,-43.013,64.554,-322.788,-115.473,-322.788,-115.473,-44.955,62.582,-50.818,193.67,-322.788,-115.473,-64.464,281.743,-1.857,420.626,46.991,573.25,-91.872,279.722,-89.955,416.703,-119.316,551.758,-7.789,-11.742,-322.788,-115.473,-35.23,1.849,-322.788,-115.473,
0.0,0.0,-45.012,64.534,-42.995,64.543,49.013,123.213,107.638,129.092,-58.633,62.47,-56.601,250.37,-27.35,279.754,-62.563,283.58,-3.871,422.485,39.206,573.154,-62.667,205.331,-332.571,-117.482,-332.571,-117.482,-11.748,-5.999,-332.571,-117.482,-42.941,1.831,-332.571,-117.482,
0.0,0.0,-46.886,62.704,-39.077,62.657,62.669,113.518,111.528,121.363,-60.652,60.74,-334.533,-119.316,-334.533,-119.316,-58.69,281.807,-1.959,420.765,37.208,575.188,-93.907,283.716,-107.632,420.679,-138.963,547.893,-11.656,-7.815,-334.533,-119.316,-33.293,-1.9,-334.533,-119.316,
0.0,0.0,-47.086,60.624,-31.419,58.697,80.118,101.707,177.943,119.297,-64.657,56.728,-336.613,-129.153,-336.613,-129.153,-54.896,283.63,-2.13,424.567,31.3,567.408,-101.836,281.689,-111.618,410.79,-150.705,541.92,-4.073,-13.651,-336.613,-129.153,-33.349,-7.813,-336.613,-129.153,
0.0,0.0,-50.753,58.744,-31.3,56.772,76.354,93.988,121.386,107.726,-66.532,58.705,-340.403,-133.026,-340.403,-133.026,-52.841,279.812,-5.813,420.732,27.385,563.457,-101.778,279.766,-115.464,407.062,-160.31,541.978,-5.83,-13.652,-340.403,-133.026,-35.212,-5.853,-340.403,-133.026,
0.0,0.0,-50.879,56.745,-23.483,54.741,84.168,90.054,133.025,95.853,-76.301,56.754,-346.323,-136.939,-346.323,-136.939,-56.703,275.901,-9.726,418.673,19.461,559.677,-105.588,271.985,-119.405,401.058,-166.34,534.17,-7.861,-11.724,-346.323,-136.939,-31.336,-9.804,-346.323,-136.939,
0.0,0.0,-48.976,54.777,-21.501,50.817,89.973,89.99,189.816,101.636,-78.31,56.651,-352.166,-136.992,-352.166,-136.992,-60.598,271.936,-15.56,416.652,3.923,559.477,-109.543,268.009,-123.22,399.1,-174.101,530.197,-3.883,-9.831,-352.166,-136.992,-31.313,-9.789,-352.166,-136.992,
0.0,0.0,-50.865,60.523,-19.507,54.716,99.811,93.922,193.71,105.509,-82.124,60.642,-356.064,-133.1,-356.064,-133.1,-60.624,273.83,-17.578,420.667,-3.799,563.376,-113.418,266.053,-117.37,400.986,-178.032,532.1,-3.968,-11.785,-356.064,-133.1,-33.207,-7.898,-356.064,-133.1,
0.0,0.0,-56.72,58.736,-23.424,52.872,99.8,93.98,103.748,94.013,-89.881,60.673,-363.875,-132.963,-363.875,-132.963,-60.579,277.872,-27.287,422.712,-13.618,565.559,-117.353,270.11,-123.297,404.971,-185.92,530.338,-9.782,-13.641,-363.875,-132.963,-31.304,-7.733,-363.875,-132.963,
0.0,0.0,-58.591,60.661,-17.546,50.913,95.914,95.784,189.79,97.851,-93.843,64.489,-365.822,-131.109,-365.822,-131.109,-60.576,277.827,-29.332,426.467,-21.45,565.484,-119.288,268.045,-123.129,401.086,-187.801,532.084,-7.745,-13.72,-365.822,-131.109,-31.199,-11.713,-365.822,-131.109,
0.0,0.0,-52.803,60.605,-15.621,50.894,94.007,95.852,185.961,99.814,-93.908,62.596,-367.789,-131.08,-367.789,-131.08,-60.567,277.836,-33.174,424.555,-27.382,565.509,-117.325,269.992,-123.166,401.105,-189.784,532.154,-2.033,-13.737,-367.789,-131.08,-31.179,-11.718,-367.789,-131.08,
